Date and Time,NMI1,NMI2,NMI3,NMI4,NMI5,NMI6
16/02/2020 14:00,0.8,8.828571429,4.142857143,7.057142857,9.581428571,27.95714286
16/02/2020 14:30,0.966666667,8.766666667,4.5,7.5,9.83,27.6
16/02/2020 15:00,1.166666667,8.733333333,4.466666667,7.9,9.763333333,27.53333333
16/02/2020 15:30,0.88,9.06,4.34,7.52,9.504,27.88
16/02/2020 16:00,0.828571429,8.528571429,4.1,7.685714286,9.877142857,29.57142857
16/02/2020 16:30,0.866666667,8.566666667,4.133333333,7.7,9.583333333,29
16/02/2020 17:00,0.833333333,8.566666667,4.3,7.266666667,9.983333333,29.1
16/02/2020 17:30,0.88,8.66,4.44,7.24,9.576,28.94
16/02/2020 18:00,0.857142857,7.585714286,4.285714286,7.514285714,9.82,27.24285714
16/02/2020 18:30,0.933333333,5.066666667,4.4,7.766666667,9.76,25.86666667
16/02/2020 19:00,0.866666667,4.5,4.5,7.933333333,9.596666667,22.43333333
16/02/2020 19:30,1.02,4.38,5.08,8.62,9.84,18.84
16/02/2020 20:00,1.185714286,4.814285714,5.257142857,9.757142857,6.268571429,20.2
16/02/2020 20:30,1.433333333,5,5.966666667,10.4,0.036666667,20.06666667
16/02/2020 21:00,1.466666667,4.8,6.066666667,10.33333333,0.03,19.6
16/02/2020 21:30,1.4,4.84,6.02,10.08,0.032,19.16
16/02/2020 22:00,1.4,5.028571429,5.985714286,9.657142857,0.037142857,18.94285714
16/02/2020 22:30,1.366666667,4.933333333,5.8,9.533333333,0.03,18.53333333
16/02/2020 23:00,1.333333333,4.633333333,6,8.933333333,0.033333333,18.33333333
16/02/2020 23:30,1.46,4.72,5.94,8.82,0.038,18.96
17-Feb-20,1.642857143,4.742857143,5.871428571,8.785714286,0.03,18.77142857
17/02/2020 0:30,1.466666667,4.766666667,6.1,8.533333333,0.033333333,17.53333333
17/02/2020 1:00,1.633333333,5.166666667,5.533333333,8.6,0.036666667,16.53333333
17/02/2020 1:30,1.96,5.16,5.22,8.6,0.03,19.14
17/02/2020 2:00,1.371428571,4.542857143,5.414285714,8.714285714,0.032857143,18.84285714
17/02/2020 2:30,1.333333333,4.433333333,5.633333333,9.033333333,0.036666667,18.76666667
17/02/2020 3:00,1.233333333,4.466666667,5.466666667,9,0.03,18.86666667
17/02/2020 3:30,0.9,4.42,5.46,8.82,0.032,18.84
17/02/2020 4:00,0.9,4.557142857,5.614285714,8.957142857,0.037142857,18.88571429
17/02/2020 4:30,0.9,17.53333333,5.966666667,15.03333333,0.273333333,19.73333333
17/02/2020 5:00,3.366666667,81.9,33.1,45.9,3.88,35.06666667
17/02/2020 5:30,10.8,172.78,103.88,103.44,9.946,88.06
17/02/2020 6:00,22.6,229.0714286,182.3142857,194.2285714,9.518571429,198.2428571
17/02/2020 6:30,26.8,234.8666667,185,242.1333333,9.956666667,204.6
17/02/2020 7:00,20.9,236.4,180.8333333,274.5666667,9.57,201.8666667
17/02/2020 7:30,12.8,238.2,191.34,277.18,9.772,199.16
17/02/2020 8:00,24.42857143,234.4285714,179.0428571,272.3285714,9.768571429,208.3142857
17/02/2020 8:30,22.53333333,212.6333333,170.9333333,189.2333333,9.596666667,213.5666667
17/02/2020 9:00,13.23333333,180.4,159.7,169.3333333,9.833333333,204.3
17/02/2020 9:30,17.1,238.78,191.64,281.54,9.46,225.8
17/02/2020 10:00,11.24285714,245.4428571,197.5714286,229.4428571,9.974285714,225.5714286
17/02/2020 10:30,16.5,248.5333333,187.7666667,196.9,9.646666667,222.1666667
17/02/2020 11:00,27.63333333,246.6666667,187.2333333,219.3,10.05,199.6666667
17/02/2020 11:30,22.96,209.54,167.8,188.34,9.994,172.68
17/02/2020 12:00,13.4,122.1857143,129.1142857,121.4142857,9.767142857,196.4285714
17/02/2020 12:30,24.8,232.8,189.5,267.9333333,10.04,229.1333333
17/02/2020 13:00,28.4,242.5666667,194.7,269.7,9.78,228.9666667
17/02/2020 13:30,27.86,243.38,181.36,277.7,10.29,228.12
17/02/2020 14:00,22.41428571,238.5285714,129.6,285.3571429,9.404285714,200.8571429
17/02/2020 14:30,10.16666667,240.0666667,71.26666667,261,9.8,113.8333333
17/02/2020 15:00,9.833333333,245.2666667,65,211.1666667,9.943333333,70.16666667
17/02/2020 15:30,9.28,243.3,61.64,66.3,9.982,57.26
17/02/2020 16:00,9.428571429,229.6142857,60.74285714,52.61428571,10.46714286,55.67142857
17/02/2020 16:30,9.8,207.7333333,60.06666667,47.76666667,10.11333333,52.36666667
17/02/2020 17:00,9.8,205.5666667,59.73333333,42.76666667,10.57666667,48.5
17/02/2020 17:30,10.46,251.86,59.14,43.22,10.134,47.06
17/02/2020 18:00,9.9,251.3,58.12857143,42.81428571,10.39285714,44.5
17/02/2020 18:30,10.06666667,245.3,55.9,33.26666667,10.33666667,44.53333333
17/02/2020 19:00,10,181.4,55.43333333,11.53333333,10.12666667,44.5
17/02/2020 19:30,9.26,104.68,55.78,5.52,10.458,44.52
17/02/2020 20:00,9.814285714,233.2857143,56.47142857,6.342857143,6.615714286,45.22857143
17/02/2020 20:30,10.6,243.7666667,57.5,7.133333333,0.03,44.93333333
17/02/2020 21:00,10.56666667,245.6333333,57.7,7.266666667,0.033333333,45.06666667
17/02/2020 21:30,10.5,248.2,57.64,7.66,0.038,44.72
17/02/2020 22:00,9.785714286,225.8,57.22857143,7.014285714,0.03,44.45714286
17/02/2020 22:30,7.466666667,135.6,56.33333333,6.8,0.033333333,44.5
17/02/2020 23:00,6.4,21.56666667,55.3,7.033333333,0.036666667,44.26666667
17/02/2020 23:30,6.38,14.14,55.04,7.34,0.03,43.86
18-Feb-20,5.757142857,13.58571429,54.97142857,6.814285714,0.032857143,43.32857143
18/02/2020 0:30,3.366666667,13.63333333,55.5,6.933333333,0.036666667,45.6
18/02/2020 1:00,1.466666667,13.36666667,55.63333333,6.6,0.03,45.8
18/02/2020 1:30,1.68,13.5,55.44,6.62,0.032,45.4
18/02/2020 2:00,1.257142857,13.41428571,55,6.7,0.037142857,45.2
18/02/2020 2:30,1.3,13.16666667,54.6,6.8,0.03,44.53333333
18/02/2020 3:00,1.066666667,13.1,54.7,7.133333333,0.033333333,44.3
18/02/2020 3:30,0.94,13.1,54.54,7.3,0.038,44.46
18/02/2020 4:00,0.728571429,13.12857143,54.72857143,6.928571429,0.03,44.3
18/02/2020 4:30,0.8,48.3,55.13333333,13.53333333,0.286666667,44.06666667
18/02/2020 5:00,2.433333333,151.7666667,61.7,44.43333333,4.123333333,55.56666667
18/02/2020 5:30,8.82,221.44,94.86,108.24,10.562,107.72
18/02/2020 6:00,23.18571429,238.6,180.9857143,235.3714286,10.03285714,221.4857143
18/02/2020 6:30,28.1,245.3666667,184.9333333,263.9333333,10.55333333,224
18/02/2020 7:00,28.5,239.4,191.4666667,259.0996667,10.14333333,224.5333333
18/02/2020 7:30,28.62,246.7,195.8,279.7792,10.336,224.22
18/02/2020 8:00,28.24285714,245.7,194.6857143,276.3,10.36857143,224.4428571
18/02/2020 8:30,22.6,213.8333333,177.6333333,224.1333333,10.09333333,209.5333333
18/02/2020 9:00,19.9,188.8666667,166,169.3,10.37666667,191.7333333
18/02/2020 9:30,28.44,245.1,186.3,277.7,9.948,223.8
18/02/2020 10:00,25.42857143,244.0142857,168.0142857,274.6142857,10.61714286,221.0571429
18/02/2020 10:30,22.16666667,235.5666667,177.1,267.4333333,10.17666667,230.2666667
18/02/2020 11:00,26.76666667,238.4333333,176,251.1666667,10.42,216.8666667
18/02/2020 11:30,19.22,204.88,162.62,208.54,10.476,186.46
18/02/2020 12:00,14.92857143,114.8,132.2714286,136.5857143,10.1,215.3
18/02/2020 12:30,25.96666667,235.1,179,268.7,10.46333333,239.9
18/02/2020 13:00,27.33333333,240.0666667,182.1333333,263.5333333,10.14,229.8
18/02/2020 13:30,26.3,237.9,178.88,285.3,10.69,218.72
18/02/2020 14:00,22.15714286,241.1857143,153.9714286,280.8714286,10.15,210.0857143
18/02/2020 14:30,10.86666667,241.8666667,72.53333333,251.6,10.41,117.2333333
18/02/2020 15:00,11.06666667,249.3333333,67.73333333,187.7666667,10.35666667,85.3
18/02/2020 15:30,11.12,250.12,67.5,61.98,10.006,85.12
18/02/2020 16:00,10.82857143,246.2,66.01428571,49.41428571,10.48714286,76.65714286
18/02/2020 16:30,10.8,221.6333333,62.46666667,47.43333333,10.08666667,59.03333333
18/02/2020 17:00,10,186.2,55.4,43.86666667,10.52666667,54.1
18/02/2020 17:30,8.2,181.42,38.1,35.02,10.03,53.36
18/02/2020 18:00,7.085714286,189.4142857,11.72857143,29.41428571,10.33,52.6
18/02/2020 18:30,10.3,248.4666667,10.96666667,17.66666667,10.33,50.26666667
18/02/2020 19:00,10.03333333,182.2666667,11.33333333,6.1,10.14666667,50.43333333
18/02/2020 19:30,9.64,94.04,11.44,5.28,10.47,50.2
18/02/2020 20:00,10.28571429,233.0571429,11.85714286,6.457142857,6.604285714,50.65714286
18/02/2020 20:30,10.56666667,245.8666667,12.63333333,7.366666667,0.036666667,50.86666667
18/02/2020 21:00,10.76666667,244.3,12.6,6.866666667,0.03,51
18/02/2020 21:30,10.86,249.8,12,6.8,0.032,50.78
18/02/2020 22:00,9.985714286,236.5142857,11.17142857,6.8,0.037142857,49.07142857
18/02/2020 22:30,7.766666667,159.9333333,8.633333333,6.966666667,0.03,46.53333333
18/02/2020 23:00,6.9,101.9666667,7.766666667,7.166666667,0.033333333,46.63333333
18/02/2020 23:30,6.88,187.86,7.78,6.82,0.038,48.7
19-Feb-20,6.971428571,189.5857143,7.271428571,6.442857143,0.03,48.55714286
19/02/2020 0:30,7.2,184.2333333,7.2,6.333333333,0.033333333,49.2
19/02/2020 1:00,6.833333333,133.4,7.1,6.433333333,0.036666667,51.06666667
19/02/2020 1:30,7,47.48,7.12,6.5,0.03,50.8
19/02/2020 2:00,7.285714286,12.91428571,7.8,6.471428571,0.032857143,50.82857143
19/02/2020 2:30,6.966666667,11.66666667,7.266666667,6.433333333,0.036666667,50.7
19/02/2020 3:00,6.766666667,11.53333333,7.2,6.5,0.03,50.36666667
19/02/2020 3:30,6.5,11.38,7.16,6.52,0.032,50.52
19/02/2020 4:00,6.442857143,11.64285714,7.142857143,6.571428571,0.037142857,50.4
19/02/2020 4:30,6.366666667,54.9,8.766666667,10.73333333,0.29,49.73333333
19/02/2020 5:00,5.7,167.2333333,36.2,42.16666667,4.123333333,56.76666667
19/02/2020 5:30,6.78,227.56,101.5,106.04,10.542,106.2
19/02/2020 6:00,20.78571429,250.5714286,169.2428571,200.4,10.00142857,245.2857143
19/02/2020 6:30,27.93333333,255.4996667,181.8333333,255.3,10.48333333,242.0666667
19/02/2020 7:00,21.03333333,256.3993333,180.3,256.4,10.06666667,234.5
19/02/2020 7:30,11.32,258.22,183.04,268.44,10.29,237.36
19/02/2020 8:00,10.45714286,256.7857143,182.0571429,279.8285714,10.33857143,246.7428571
19/02/2020 8:30,11.53333333,224.7333333,179.3333333,225.9,10.08666667,234.5333333
19/02/2020 9:00,19.16666667,194.8333333,163.4,173.1,10.38666667,222.3
19/02/2020 9:30,28.86,247.24,183.88,265.62,9.89,249.82
19/02/2020 10:00,29.52857143,248.1714286,188.3714286,292.7857143,10.52142857,248.7282857
19/02/2020 10:30,29.46666667,256.4666667,190.4333333,293.8,10.07333333,247.9326667
19/02/2020 11:00,28.43333333,248.4666667,185.9666667,260.3,10.34,224.9333333
19/02/2020 11:30,23.72,210.7,166.24,187.04,10.42,185.62
19/02/2020 12:00,14.68571429,127.6142857,137.5428571,128.5428571,10.06,212.6428571
19/02/2020 12:30,25.16666667,245.5666667,188.9666667,279.2,10.42666667,251.1
19/02/2020 13:00,28.4,253.1,188.7333333,295.5,10.12333333,258.6
19/02/2020 13:30,28.1,256.24,185.54,301.16,10.7,259.68
19/02/2020 14:00,18.24285714,248.4571429,151.4428571,288.5142857,10.16285714,230.3714286
19/02/2020 14:30,10.4,243.9,69.2,262.5,10.42333333,147.8333333
19/02/2020 15:00,9.866666667,248.3,65.93333333,182.8333333,10.35666667,95.6
19/02/2020 15:30,9.76,247.92,61.5398,64.82,10.004,85.16
19/02/2020 16:00,10.6,244.5714286,35.01357143,40.87142857,10.48,68.25714286
19/02/2020 16:30,11.1,217.9,11.03333333,39.66666667,10.09666667,63.6
19/02/2020 17:00,10.93333333,206.9,10.53333333,39.2,10.58333333,62.06666667
19/02/2020 17:30,10.6,256.94,10.44,41.62,10.14,62.12
19/02/2020 18:00,10.48571429,252.3857143,9.514285714,48.55714286,10.42285714,61.85714286
19/02/2020 18:30,10.33333333,239.6,8.833333333,28.6,10.36333333,60.8
19/02/2020 19:00,10.33333333,173.6,8.966666667,8.7,10.14666667,58.9
19/02/2020 19:30,9.92,70.22,9.16,5.3,10.47,59.72
19/02/2020 20:00,10.65714286,145.3285714,9.8,5.814285714,6.601428571,59.31428571
19/02/2020 20:30,11.3,243.5,10.5,7.1,0.03,59.9
19/02/2020 21:00,11.16666667,242.8,9.666666667,7.1,0.033333333,59.33333333
19/02/2020 21:30,10.78,254.72,9.28,7.08,0.038,58.4
19/02/2020 22:00,9.585714286,241.2,9.085714286,7.2,0.03,55.94285714
19/02/2020 22:30,5.9,161.2666667,7.433333333,7.6,0.033333333,54.23333333
19/02/2020 23:00,2.1,57.03333333,6.566666667,7.266666667,0.036666667,51.83333333
19/02/2020 23:30,2.08,42.82,6.38,7,0.03,53.18
20-Feb-20,2,29.84285714,6.557142857,6.914285714,0.032857143,52.84285714
20/02/2020 0:30,2.033333333,12.13333333,6.4,6.633333333,0.036666667,53.36666667
20/02/2020 1:00,2.066666667,12.03333333,6.733333333,6.5,0.03,54.83333333
20/02/2020 1:30,2.02,12.12,6.58,6.58,0.032,56.86
20/02/2020 2:00,2.1,12.17142857,6.385714286,6.785714286,0.037142857,55.95714286
20/02/2020 2:30,2.1,12.1,6.1,6.5,0.03,55.9
20/02/2020 3:00,1.933333333,12.06666667,6.1,6.533333333,0.033333333,55.66666667
20/02/2020 3:30,1.6,12,6.16,6.58,0.038,55.84
20/02/2020 4:00,1.6,12.11428571,6.285714286,6.5,0.03,55.31428571
20/02/2020 4:30,1.6,43.03333333,9,13.63333333,0.29,56.73333333
20/02/2020 5:00,2.1,143.6,39.76666667,46.8,4.133333333,70.03333333
20/02/2020 5:30,6.86,228.48,106.8,98.32,10.57,123.2998
20/02/2020 6:00,24.52857143,262.8571429,181.6,184.6285714,10.03571429,252.985
20/02/2020 6:30,30.3,281.2666667,191.2,261.0333333,10.55666667,256.2333333
20/02/2020 7:00,29.26666667,267.1666667,186.1333333,262.2,10.14,234.7
20/02/2020 7:30,30.32,263.42,182.92,259.38,10.34,230.84
20/02/2020 8:00,29.68571429,285.8428571,171.6,220.7857143,10.35714286,236.6857143
20/02/2020 8:30,23.8,264.8,166.4666667,211.1333333,10.13333333,219.6333333
20/02/2020 9:00,19.2,236.8,168.4333333,159.7666667,10.46,230.6666667
20/02/2020 9:30,29.76,269.26,188.1,266.26,10.018,245.4
20/02/2020 10:00,28.02857143,274.8714286,194.4428571,279.5857143,10.74714286,246.8571429
20/02/2020 10:30,29.7,275.5,196.1666667,267.8666667,10.27,258.033
20/02/2020 11:00,28.03333333,265.0666667,186.9333333,220.6666667,9.406666667,243.566
20/02/2020 11:30,23.6,231.7,163.56,136.38,7.616,205.66
20/02/2020 12:00,12.45714286,151.5571429,131.9142857,107.3,8.965714286,237.1
20/02/2020 12:30,14.9,262.4,185.2333333,240.9666667,9.57,264.8333333
20/02/2020 13:00,24.63333333,255.1333333,179.1,250.0666667,9.406666667,263.4
20/02/2020 13:30,30.26,266.86,176.42,221.78,9.74,255.48
20/02/2020 14:00,23.01428571,275.5857143,152.1857143,185.7857143,9.297142857,231.6285714
20/02/2020 14:30,11.13333333,266.3666667,72.56666667,172.5,9.71,192.7666667
20/02/2020 15:00,10.8,259.1,69.06666667,160.0666667,9.27,191.2666667
20/02/2020 15:30,10.74,248.62,69.28,58.44,9.528,189.7
20/02/2020 16:00,10.55714286,256.9857143,66.97114286,45.68571429,9.465714286,158.5571429
20/02/2020 16:30,10.43333333,238.8666667,62.066,40.9,9.386666667,77.73333333
20/02/2020 17:00,9.966666667,226.4,61.13333333,47.53333333,9.606666667,65.26666667
20/02/2020 17:30,10.08,265,60.48,60.02,9.216,64.18
20/02/2020 18:00,10,262.7714286,59.77142857,46.38571429,9.757142857,64.1
20/02/2020 18:30,9.933333333,250.2333333,59.2,30.56666667,9.27,62.76666667
20/02/2020 19:00,10.03333333,183.8333333,59.56666667,9.6,9.523333333,60.2
20/02/2020 19:30,10.44,84.42,60.14,5.74,9.306,60.24
20/02/2020 20:00,10.48571429,175.5285714,59.87142857,5.985714286,5.958571429,59.88571429
20/02/2020 20:30,11.26666667,266.7,61,7.266666667,0.03,60.43333333
20/02/2020 21:00,11.36666667,261.5666667,61.23333333,7.4,0.033333333,60.1
20/02/2020 21:30,11.28,252.94,60.9,7.38,0.038,59.94
20/02/2020 22:00,11.11428571,223.8428571,60.41428571,7.214285714,0.03,59.47142857
20/02/2020 22:30,10.03333333,135.6,58.56666667,7.166666667,0.033333333,60.03333333
20/02/2020 23:00,8.266666667,21.5,57.16666667,7.366666667,0.036666667,60.7
20/02/2020 23:30,8.2,14.34,56.88,7.04,0.03,61.66
21-Feb-20,8.228571429,15.81428571,56.85714286,6.828571429,0.032857143,62.47142857
21/02/2020 0:30,8.3,14.26666667,57.3,7,0.036666667,63.1
21/02/2020 1:00,8.3,15.36666667,57.5,7.033333333,0.03,63.46666667
21/02/2020 1:30,8.3,13.64,56.7,6.68,0.032,62.92
21/02/2020 2:00,8.3,15.54285714,56.67142857,6.571428571,0.037142857,60.94285714
21/02/2020 2:30,8.266666667,14.06666667,56.63333333,6.533333333,0.03,61.4
21/02/2020 3:00,8.266666667,15.83333333,56.66666667,6.766666667,0.033333333,62.73333333
21/02/2020 3:30,8.28,14.64,56.7,6.96,0.038,62.78
21/02/2020 4:00,7.771428571,17.45714286,57.15714286,6.371428571,0.03,62.04285714
21/02/2020 4:30,7.733333333,57.26666667,58.43333333,13.46666667,0.28,62.16666667
21/02/2020 5:00,8.5,157.5333333,70.26666667,46.93333333,3.79,72.93333333
21/02/2020 5:30,12.88,233.9798,99.5,96.3,9.632,118.34
21/02/2020 6:00,26.77142857,256.2992857,152.1571429,166.6714286,9.191428571,219.9285714
21/02/2020 6:30,31.36666667,265.2666667,183.4,225.1333333,9.57,247
21/02/2020 7:00,24.16666667,262.6333333,187.2333333,230.6996667,9.116666667,249.8666667
21/02/2020 7:30,11.1,262.78,191.94,248.9992,9.386,245.1
21/02/2020 8:00,13.81428571,267.3571429,190.1571429,199.6,9.21,243.3285714
21/02/2020 8:30,18.5,237.5666667,182,209.3666667,9.206666667,232.5333333
21/02/2020 9:00,18.4,210.9666667,176.5333333,155.5333333,9.416666667,225.4333333
21/02/2020 9:30,26.96,270.08,199.5,268.22,9.208,256
21/02/2020 10:00,29.17142857,264.7428571,184.7857143,277.1571429,9.694285714,254.4571429
21/02/2020 10:30,32.86666667,262.6666667,184,253.1,9.42,257.0333333
21/02/2020 11:00,35.43333333,254.2,187.2,257.6666667,9.51,237.1333333
21/02/2020 11:30,28.94,213.68,168.94,201.16,9.268,203.24
21/02/2020 12:00,15.44285714,99.4,132.4714286,119.4571429,9.185714286,230.514
21/02/2020 12:30,28.1,198.8996667,178.4666667,263.5666667,9.343333333,261.066
21/02/2020 13:00,23.76666667,263.1993333,193.1333333,273,9.17,260.4996667
21/02/2020 13:30,11.5,263.64,182.62,275.48,9.67,263.539
21/02/2020 14:00,9.157142857,259.914,158.0142857,213.8857143,9.101428571,232.0707143
21/02/2020 14:30,7.266666667,247.7326667,70.7,58.23333333,9.44,151.333
21/02/2020 15:00,7.133333333,231.9666667,66,47.4,9.266666667,110.7993333
21/02/2020 15:30,7.02,224.66,62.78,52.82,9.192,68.24
21/02/2020 16:00,7.071428571,249.5571429,61.78571429,52.24285714,9.417142857,68.02857143
21/02/2020 16:30,7,242.9333333,60.83333333,52.36666667,9.193333333,67.13333333
21/02/2020 17:00,7.033333333,238.7,59.23333333,35.1,9.563333333,63.23333333
21/02/2020 17:30,7.12,250.06,58.7,12.52,9.072,63.18
21/02/2020 18:00,7.171428571,247.1857143,58.27142857,28.37142857,9.44,62.75714286
21/02/2020 18:30,7.066666667,252.6,57,37.93333333,9.246666667,62.9
21/02/2020 19:00,7.066666667,236.8,56.33333333,38.26666667,9.246666667,62.93333333
21/02/2020 19:30,7.24,214.4598,56.1,38.5,9.362,63.0198
21/02/2020 20:00,7.571428571,258.8421429,57.47142857,39.44285714,5.958571429,63.47071429
21/02/2020 20:30,8,267.8666667,57.86666667,30.03333333,0.033333333,64
21/02/2020 21:00,7.9,266.7666667,58.23333333,8.033333333,0.036666667,63.36666667
21/02/2020 21:30,7.7,267.78,58.94,6.98,0.03,63.5
21/02/2020 22:00,7.728571429,238.1,57.84285714,6.442857143,0.032857143,62.9
21/02/2020 22:30,7.8,130.2,56.5,6.366666667,0.036666667,62.63333333
21/02/2020 23:00,7.766666667,19.06666667,56.13333333,6.566666667,0.03,62.86666667
21/02/2020 23:30,7.7,15.72,56.12,6.64,0.032,66.3198
22-Feb-20,7.7,13.94285714,55.88571429,6.428571429,0.037142857,65.97071429
22/02/2020 0:30,7.7,15.43333333,55.96666667,6.533333333,0.03,65.96666667
22/02/2020 1:00,7.766666667,14.46666667,55.66666667,6.466666667,0.033333333,66.23333333
22/02/2020 1:30,7.98,15.34,55.66,6.24,0.038,66.34
22/02/2020 2:00,8.157142857,13.75714286,55.75714286,6.457142857,0.03,65.84285714
22/02/2020 2:30,7.8,15.1,55.53333333,6.566666667,0.033333333,66.43333333
22/02/2020 3:00,7.7,13.7,55.7,6.5,0.036666667,66.86666667
22/02/2020 3:30,7.48,15.38,55.46,6.42,0.03,66.4198
22/02/2020 4:00,7.371428571,13.58571429,55.55714286,5.985714286,0.032857143,65.15642857
22/02/2020 4:30,7.533333333,59.93333333,56.23333333,5.833333333,0.283333333,62.4
22/02/2020 5:00,8.166666667,165.2666667,56.53333333,11.03333333,3.743333333,53.86666667
22/02/2020 5:30,8.82,201.36,57.68,26.46,9.518,50.44
22/02/2020 6:00,13.32857143,202.4285714,60.05714286,47.87142857,9.127142857,50.97142857
22/02/2020 6:30,24.4,204.2666667,58.73333333,45.56666667,9.56,52.13333333
22/02/2020 7:00,26.8,203,57.5,45.43333333,9.11,53.06666667
22/02/2020 7:30,17.44,184.3198,56.8,46.04,9.432,54.6
22/02/2020 8:00,9.028571429,127.5707143,56.37142857,45.25714286,9.271428571,59.37142857
22/02/2020 8:30,9.6,197.3,56.1,42.93333333,9.256666667,64.56666667
22/02/2020 9:00,9.166666667,197,55.66666667,40.63333333,9.403333333,62.96666667
22/02/2020 9:30,6.84,162.96,55.6,39.8,9.076,62.5
22/02/2020 10:00,0.971428571,36.28571429,55.6,39.48571429,9.631428571,61.81428571
22/02/2020 10:30,0.866666667,27.93333333,55.4,40.9,9.133333333,61.3
22/02/2020 11:00,0.8,40.8,55.06666667,41.93333333,9.44,60.53333333
22/02/2020 11:30,0.78,46.6,55.14,39.12,9.304,62.6798
22/02/2020 12:00,0.728571429,57.51428571,55.07142857,38.77142857,9.245714286,64.54185714
22/02/2020 12:30,0.733333333,45.26666667,56.1,30.63333333,9.396666667,64.33266667
22/02/2020 13:00,0.666666667,37.86666667,57.06666667,11.53333333,9.21,73.73333333
22/02/2020 13:30,0.82,25.9,56.42,5.62,9.71,89.82
22/02/2020 14:00,0.871428571,13.32857143,55.27142857,5.614285714,9.138571429,73.64285714
22/02/2020 14:30,0.8,13.9,54.26666667,5.4,9.463333333,63.16633333
22/02/2020 15:00,0.833333333,12.96666667,54.4,5.466666667,9.28,62.766
22/02/2020 15:30,0.9,14.42,54.32,5.56,9.212,59.9
22/02/2020 16:00,0.928571429,12.64285714,54.02857143,5.628571429,9.44,54.27142857
22/02/2020 16:30,1.166666667,13.96666667,54.23333333,5.9,9.223333333,54.1
22/02/2020 17:00,1.433333333,12.9,54.63333333,5.433333333,9.586666667,52.13333333
22/02/2020 17:30,1.36,14.22,54.8,5.62,9.084,48.46
22/02/2020 18:00,1.428571429,12.41428571,54.82857143,5.3,9.462857143,47.78571429
22/02/2020 18:30,1.033333333,13.7,55.43333333,5.4,9.276666667,47.6
22/02/2020 19:00,1.066666667,12.8,54.56666667,5.433333333,9.276666667,47.6
22/02/2020 19:30,1.04,14.32,54.78,5.48,9.414,46.98
22/02/2020 20:00,1.285714286,12.62857143,55.38571429,7.428571429,6.058571429,45.98571429
22/02/2020 20:30,1.5,14.3,56.1,8.366666667,0.03,45.66666667
22/02/2020 21:00,1.533333333,13.4,56.1,8.4,0.033333333,45.46666667
22/02/2020 21:30,1.58,14.52,56.04,8.9,0.038,45.22
22/02/2020 22:00,1.528571429,12.8,55.91428571,8.471428571,0.03,45.55714286
22/02/2020 22:30,1.6,14.23333333,56.16666667,8.266666667,0.033333333,46
22/02/2020 23:00,1.6,13.13333333,56,8.166666667,0.036666667,45
22/02/2020 23:30,1.6,14.54,55.9,8.48,0.03,44.56
23-Feb-20,1.628571429,12.84285714,56.15714286,8.371428571,0.032857143,47.22857143
23/02/2020 0:30,1.666666667,14.2,55.73333333,8.166666667,0.036666667,47.36666667
23/02/2020 1:00,1.6,13.23333333,55.63333333,7.9,0.03,49.26666667
23/02/2020 1:30,1.64,14.58,55.78,7.92,0.032,48.98
23/02/2020 2:00,1.771428571,12.7,56.01428571,8.057142857,0.037142857,49.5
23/02/2020 2:30,1.833333333,14.03333333,55.7,8.066666667,0.03,49.13333333
23/02/2020 3:00,1.866666667,12.8,55.86666667,8,0.033333333,49.3
23/02/2020 3:30,1.36,14.38,56.44,8.34,0.038,49.12
23/02/2020 4:00,1.228571429,12.84285714,55.97142857,8.014285714,0.03,49.14285714
23/02/2020 4:30,1.3,14.56666667,56.2,7.866666667,0.28,49.13333333
23/02/2020 5:00,1.266666667,13.6,56.06666667,8.033333333,3.79,48.66666667
23/02/2020 5:30,1.22,14.2,56.44,8.1,9.646,46.86
23/02/2020 6:00,1.385714286,13.68571429,55.51428571,7.442857143,9.275714286,45.5
23/02/2020 6:30,1.633333333,13.16666667,54.66666667,5.7,9.716666667,45.46666667
23/02/2020 7:00,1.533333333,13.5,54.33333333,5.433333333,9.31,44.76666667
23/02/2020 7:30,1.18,11.56,54.16,5.26,9.596,43.28
23/02/2020 8:00,1.1,13.2,53.97142857,5.185714286,9.494285714,43.6
23/02/2020 8:30,1.066666667,12.23333333,54.03333333,5.233333333,9.413333333,45.7
23/02/2020 9:00,0.966666667,12.36666667,54.13333333,4.866666667,9.606666667,42.96666667
23/02/2020 9:30,0.88,13.84,53.84,4.8,9.26,41.26
23/02/2020 10:00,0.8,12.17142857,54,4.828571429,9.822857143,42.3
23/02/2020 10:30,0.766666667,13.5,53.96666667,4.866666667,9.366666667,42.76666667
23/02/2020 11:00,0.666666667,12.53333333,53.9,4.7,9.643333333,41.4
23/02/2020 11:30,0.62,14.26,53.9,4.58,9.57,41.24
23/02/2020 12:00,0.842857143,12.27142857,53.9,4.871428571,9.438571429,43.74285714
23/02/2020 12:30,1.066666667,13.63333333,54.13333333,4.766666667,9.643333333,44.26666667
23/02/2020 13:00,0.8,12.7,54.53333333,4.666666667,9.44,43.2
23/02/2020 13:30,0.82,14.38,54.38,4.68,9.946,46.28
23/02/2020 14:00,0.9,11.98571429,54.41428571,4.971428571,9.438571429,45.8
23/02/2020 14:30,0.933333333,13.26666667,54.56666667,4.933333333,9.726666667,45.8
23/02/2020 15:00,1.066666667,13.23333333,54.2,5.033333333,9.61,45.76666667
